ID	Gene Name	Species	GOTERM_MF_FAT
pfkB	6-phosphofructokinase isozyme 2	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003872~6-phosphofructokinase activity,GO:0005524~ATP binding,GO:0008443~phosphofructokinase activity,GO:0017076~purine nucleotide binding,GO:0019200~carbohydrate kinase activity,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
gnd	6-phosphogluconate dehydrogenase, decarboxylating	Escherichia coli	GO:0000166~nucleotide binding,GO:0004616~phosphogluconate dehydrogenase (decarboxylating) activity,GO:0048037~cofactor binding,GO:0050661~NADP or NADPH binding,GO:0050662~coenzyme binding,
ybhE	6-phosphogluconolactonase	Escherichia coli	GO:0004091~carboxylesterase activity,GO:0017057~6-phosphogluconolactonase activity,
hdhA	7-alpha-hydroxysteroid dehydrogenase	Escherichia coli	GO:0008709~7-alpha-hydroxysteroid dehydrogenase activity,GO:0016229~steroid dehydrogenase activity,GO:0033764~steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,
bioF	8-amino-7-oxononanoate synthase	Escherichia coli	GO:0008710~8-amino-7-oxononanoate synthase activity,GO:0016769~transferase activity, transferring nitrogenous groups,GO:0019842~vitamin binding,GO:0030170~pyridoxal phosphate binding,GO:0048037~cofactor binding,GO:0070279~vitamin B6 binding,
mutY	A/G-specific adenine glycosylase	Escherichia coli	GO:0003677~DNA binding,GO:0004518~nuclease activity,GO:0004519~endonuclease activity,GO:0005506~iron ion binding,GO:0016799~hydrolase activity, hydrolyzing N-glycosyl compounds,GO:0019104~DNA N-glycosylase activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,GO:0051540~metal cluster binding,
uup	ABC transporter ATP-binding protein uup	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
yojI	ABC transporter ATP-binding protein yojI	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0015197~peptide transporter activity,GO:0015399~primary active transmembrane transporter activity,GO:0015405~P-P-bond-hydrolysis-driven transmembrane transporter activity,GO:0016820~hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0042623~ATPase activity, coupled,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,GO:0043492~ATPase activity, coupled to movement of substances,
yphF	ABC transporter periplasmic-binding protein yphF	Escherichia coli	GO:0005351~sugar:hydrogen symporter activity,GO:0005402~cation:sugar symporter activity,GO:0015293~symporter activity,GO:0015294~solute:cation symporter activity,GO:0015295~solute:hydrogen symporter activity,GO:0051119~sugar transmembrane transporter activity,
nudF	ADP-ribose pyrophosphatase	Escherichia coli	GO:0000287~magnesium ion binding,GO:0008270~zinc ion binding,GO:0019144~ADP-sugar diphosphatase activity,GO:0030145~manganese ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0047631~ADP-ribose diphosphatase activity,
amn	AMP nucleosidase	Escherichia coli	GO:0008714~AMP nucleosidase activity,GO:0016799~hydrolase activity, hydrolyzing N-glycosyl compounds,
wcaG	APECO1_1142; c2578; Z3216; UTI89_C2326	Escherichia coli	GO:0048037~cofactor binding,GO:0050577~GDP-L-fucose synthase activity,GO:0050662~coenzyme binding,
nfnB	APECO1_1470; EcE24377A_0596; UTI89_C0578; ECUMN_0668; ECS88_0615; EC55989_0569; c0664; ECDH10B_0644; ECIAI1_0559; ECED1_0570; ECDH10B_0536; Z0717; ECH74115_0659; EcSMS35_0596; EcHS_A0625; ECIAI39_0553	Escherichia coli	GO:0004155~6,7-dihydropteridine reductase activity,GO:0016645~oxidoreductase activity, acting on the CH-NH group of donors,GO:0016646~oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor,
yddP	APECO1_2376	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
yddO	APECO1_2377; UTI89_C4670; c5077	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
hemK	APECO1_329; EcSMS35_1930; c1670; EcHS_A1317; UTI89_C1406; EcE24377A_1360; ECH74115_1693; Z1983	Escherichia coli	GO:0008276~protein methyltransferase activity,
ycdH	APECO1_98	Escherichia coli	GO:0000166~nucleotide binding,GO:0010181~FMN binding,GO:0048037~cofactor binding,GO:0050662~coenzyme binding,
hisG	ATP phosphoribosyltransferase	Escherichia coli	GO:0000166~nucleotide binding,GO:0000287~magnesium ion binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003879~ATP phosphoribosyltransferase activity,GO:0005524~ATP binding,GO:0016763~transferase activity, transferring pentosyl groups,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,
cydC	ATP-binding/permease protein cydC	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0015399~primary active transmembrane transporter activity,GO:0015405~P-P-bond-hydrolysis-driven transmembrane transporter activity,GO:0016820~hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0042623~ATPase activity, coupled,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,GO:0043492~ATPase activity, coupled to movement of substances,
cydD	ATP-binding/permease protein cydD	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0015399~primary active transmembrane transporter activity,GO:0015405~P-P-bond-hydrolysis-driven transmembrane transporter activity,GO:0016820~hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0042623~ATPase activity, coupled,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,GO:0043492~ATPase activity, coupled to movement of substances,
clpA	ATP-dependent Clp protease ATP-binding subunit clpA	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0008233~peptidase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
clpX	ATP-dependent Clp protease ATP-binding subunit clpX	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0008270~zinc ion binding,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0046983~protein dimerization activity,GO:0051082~unfolded protein binding,
clpP	ATP-dependent Clp protease proteolytic subunit	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0004175~endopeptidase activity,GO:0004252~serine-type endopeptidase activity,GO:0005524~ATP binding,GO:0008233~peptidase activity,GO:0008236~serine-type peptidase activity,GO:0017076~purine nucleotide binding,GO:0017171~serine hydrolase activity,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0070011~peptidase activity, acting on L-amino acid peptides,
hrpA	ATP-dependent RNA helicase hrpA	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0004386~helicase activity,GO:0005524~ATP binding,GO:0008026~ATP-dependent helicase activity,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0042623~ATPase activity, coupled,GO:0070035~purine NTP-dependent helicase activity,
hrpB	ATP-dependent RNA helicase hrpB	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0004386~helicase activity,GO:0005524~ATP binding,GO:0008026~ATP-dependent helicase activity,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0042623~ATPase activity, coupled,GO:0070035~purine NTP-dependent helicase activity,
srmB	ATP-dependent RNA helicase srmB	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003723~RNA binding,GO:0004386~helicase activity,GO:0005524~ATP binding,GO:0008026~ATP-dependent helicase activity,GO:0016779~nucleotidyltransferase activity,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0042623~ATPase activity, coupled,GO:0070035~purine NTP-dependent helicase activity,
lon	ATP-dependent protease La	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003677~DNA binding,GO:0004175~endopeptidase activity,GO:0004176~ATP-dependent peptidase activity,GO:0004252~serine-type endopeptidase activity,GO:0005524~ATP binding,GO:0008233~peptidase activity,GO:0008236~serine-type peptidase activity,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0017171~serine hydrolase activity,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0042623~ATPase activity, coupled,GO:0070011~peptidase activity, acting on L-amino acid peptides,
dbpA	ATP-independent RNA helicase dbpA	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003723~RNA binding,GO:0004386~helicase activity,GO:0005524~ATP binding,GO:0008026~ATP-dependent helicase activity,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0042623~ATPase activity, coupled,GO:0042624~ATPase activity, uncoupled,GO:0070035~purine NTP-dependent helicase activity,
atoD	Acetate CoA-transferase subunit alpha	Escherichia coli	GO:0008410~CoA-transferase activity,GO:0008775~acetate CoA-transferase activity,GO:0016782~transferase activity, transferring sulfur-containing groups,
atoA	Acetate CoA-transferase subunit beta	Escherichia coli	GO:0008410~CoA-transferase activity,GO:0008775~acetate CoA-transferase activity,GO:0016782~transferase activity, transferring sulfur-containing groups,
ackA	Acetate kinase	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0008776~acetate kinase activity,GO:0016774~phosphotransferase activity, carboxyl group as acceptor,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
atoC	Acetoacetate metabolism regulatory protein atoC	Escherichia coli	GO:0000156~two-component response regulator activity,GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity,GO:0005524~ATP binding,GO:0008134~transcription factor binding,GO:0017076~purine nucleotide binding,GO:0030528~transcription regulator activity,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
ilvI	Acetolactate synthase isozyme 3 large subunit; Acetolactate synthase	Escherichia coli	GO:0000166~nucleotide binding,GO:0000287~magnesium ion binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003984~acetolactate synthase activity,GO:0016744~transferase activity, transferring aldehyde or ketonic groups,GO:0017076~purine nucleotide binding,GO:0019842~vitamin binding,GO:0030554~adenyl nucleotide binding,GO:0030976~thiamin pyrophosphate binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0048037~cofactor binding,GO:0050660~FAD binding,GO:0050662~coenzyme binding,
ilvH	Acetolactate synthase isozyme 3 small subunit	Escherichia coli	GO:0003984~acetolactate synthase activity,GO:0016597~amino acid binding,GO:0016744~transferase activity, transferring aldehyde or ketonic groups,GO:0031406~carboxylic acid binding,GO:0043176~amine binding,
aes	Acetyl esterase	Escherichia coli	GO:0004091~carboxylesterase activity,
atoB	Acetyl-CoA acetyltransferase	Escherichia coli	GO:0003985~acetyl-CoA C-acetyltransferase activity,GO:0003988~acetyl-CoA C-acyltransferase activity,GO:0016407~acetyltransferase activity,GO:0016408~C-acyltransferase activity,GO:0016453~C-acetyltransferase activity,
accA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003989~acetyl-CoA carboxylase activity,GO:0005524~ATP binding,GO:0016885~ligase activity, forming carbon-carbon bonds,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003989~acetyl-CoA carboxylase activity,GO:0005524~ATP binding,GO:0008270~zinc ion binding,GO:0016885~ligase activity, forming carbon-carbon bonds,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
ypeA	Acetyltransferase ypeA	Escherichia coli	GO:0008080~N-acetyltransferase activity,GO:0016407~acetyltransferase activity,GO:0016410~N-acyltransferase activity,
acnA	Aconitate hydratase 1	Escherichia coli	GO:0003994~aconitate hydratase activity,GO:0005506~iron ion binding,GO:0016836~hydro-lyase activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,GO:0051540~metal cluster binding,
