"","From","Gene.Name","row","Escherichia coli str. K-12 substr. MG1655"
"375","dctA","C4-dicarboxylic acid, orotate and citrate transporter(dctA)",1,948039
"376","dcuA","C4-dicarboxylate antiporter(dcuA)",1,948659
"377","dcuB","C4-dicarboxylate transporter, anaerobic; DcuS co-sensor(dcuB)",1,948641
"378","dcuC","anaerobic C4-dicarboxylate transport(dcuC)",1,945000
"379","dcuD","putative transporter(dcuD)",1,946575
"380","dcuR","response regulator in two-component regulatory system with DcuS(dcuR)",1,948640
"381","ddpX","D-ala-D-ala dipeptidase, Zn-dependent(ddpX)",1,945532
"382","deaD","ATP-dependent RNA helicase(deaD)",1,947674
"383","dedA","DedA family inner membrane protein(dedA)",1,946798
"384","dedD","membrane-anchored periplasmic protein involved in septation(dedD)",1,944971
"385","def","peptide deformylase(def)",1,947780
"386","degP","serine endoprotease (protease Do), membrane-associated(degP)",1,947139
"387","degQ","serine endoprotease, periplasmic(degQ)",1,947812
"388","degS","serine endoprotease, periplasmic(degS)",1,947865
"389","deoA","thymidine phosphorylase(deoA)",1,948901
"390","deoB","phosphopentomutase(deoB)",1,948910
"391","deoC","2-deoxyribose-5-phosphate aldolase, NAD(P)-linked(deoC)",1,948902
"392","deoD","purine nucleoside phosphorylase 1; nicotinamide 1-beta-D-riboside phosphorylase(deoD)",1,945654
"393","deoR","deoxyribose-5-phosphate-inducible deoxyribose operon transcriptional repressor; repressor of nupG and tsx(deoR)",1,945453
"394","dfp","fused 4'-phosphopantothenoylcysteine decarboxylase/phosphopantothenoylcysteine synthetase, FMN-binding(dfp)",1,949047
"395","dgkA","diacylglycerol kinase(dgkA)",1,948543
"396","dgoA","2-oxo-3-deoxygalactonate 6-phosphate aldolase(dgoA)",1,2847766
"397","dgoD","D-galactonate dehydratase(dgoD)",1,2847765
"398","dgoK","2-oxo-3-deoxygalactonate kinase(dgoK)",1,948207
"399","dgoR","D-galactonate catabolism operon transcriptional repressor(dgoR)",1,2847767
"400","dgoT","D-galactonate transporter(dgoT)",1,948196
"401","dgt","deoxyguanosine triphosphate triphosphohydrolase(dgt)",1,947177
"402","dhaK","dihydroxyacetone kinase, PTS-dependent, dihydroxyacetone-binding subunit(dhaK)",1,945747
"403","dhaL","dihydroxyacetone kinase, C-terminal domain(dhaL)",1,945748
"404","dhaM","putative dihydroxyacetone-specific PTS enzymes: HPr, EI components(dhaM)",1,945749
"405","dhaR","dhaKLM operon transcription activator(dhaR)",1,945743
"406","dicB","Qin prophage; cell division inhibition protein(dicB)",1,946110
"407","dicC","Qin prophage; DNA-binding transcriptional regulator for DicB(dicC)",1,946120
"408","dinB","DNA polymerase IV(dinB)",1,944922
"409","dinD","DNA damage-inducible protein(dinD)",1,948153
"410","dinF","oxidative stress resistance protein; putative MATE family efflux pump; UV and mitomycin C inducible protein(dinF)",1,948554
"411","dinG","ATP-dependent DNA helicase(dinG)",1,945431
"412","dinI","DNA damage-inducible protein I(dinI)",1,945022
"413","dinJ","antitoxin of YafQ-DinJ toxin-antitoxin system(dinJ)",1,944914
"414","djlA","membrane-anchored DnaK co-chaperone, DNA-binding protein(djlA)",1,948992
"415","dkgA","2,5-diketo-D-gluconate reductase A(dkgA)",1,947495
"416","dkgB","2,5-diketo-D-gluconate reductase B(dkgB)",1,944901
"417","dksA","transcriptional regulator of rRNA transcription; DnaK suppressor protein(dksA)",1,944850
"418","dld","D-lactate dehydrogenase, FAD-binding, NADH independent(dld)",1,946653
"419","dmsA","dimethyl sulfoxide reductase, anaerobic, subunit A(dmsA)",1,945508
"420","dmsB","dimethyl sulfoxide reductase, anaerobic, subunit B(dmsB)",1,945507
"421","dmsC","dimethyl sulfoxide reductase, anaerobic, subunit C(dmsC)",1,945502
"422","dnaA","chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator(dnaA)",1,948217
"423","dnaB","replicative DNA helicase(dnaB)",1,948555
"424","dnaC","DNA biosynthesis protein(dnaC)",1,948864
"425","dnaE","DNA polymerase III alpha subunit(dnaE)",1,944877
"426","dnaG","DNA primase(dnaG)",1,947570
"427","dnaJ","chaperone Hsp40, DnaK co-chaperone(dnaJ)",1,944753
"428","dnaK","chaperone Hsp70, with co-chaperone DnaJ(dnaK)",1,944750
"429","dnaN","DNA polymerase III, beta subunit(dnaN)",1,948218
"430","dnaQ","DNA polymerase III epsilon subunit(dnaQ)",1,946441
"431","dnaT","DNA biosynthesis protein (primosomal protein I)(dnaT)",1,948813
"432","dnaX","DNA polymerase III/DNA elongation factor III, tau and gamma subunits(dnaX)",1,945105
"433","dppA","dipeptide/heme ABC transporter periplasmic binding protein; dipeptide chemotaxis receptor(dppA)",1,948062
"434","dppB","dipeptide/heme ABC transporter permease(dppB)",1,948063
"435","dppC","dipeptide/heme ABC transporter permease(dppC)",1,948064
"436","dppD","dipeptide/heme ABC transporter ATPas(dppD)",1,948065
"437","dppF","dipeptide/heme ABC transporter ATPas(dppF)",1,948056
"438","dps","Fe-binding and storage protein; stress-inducible DNA-binding protein(dps)",1,945101
"439","dsbA","periplasmic protein disulfide isomerase I(dsbA)",1,948353
"440","dsbB","oxidoreductase that catalyzes reoxidation of DsbA protein disulfide isomerase I(dsbB)",1,946344
"441","dsbC","protein disulfide isomerase II(dsbC)",1,947363
"442","dsbG","thiol:disulfide interchange protein, periplasmic(dsbG)",1,945224
"443","dsdA","D-serine dehydratase(dsdA)",1,946837
"444","dsdC","dsd operon activator; autorepressor(dsdC)",1,948828
"445","dsdX","D-serine transporter(dsdX)",1,949103
"446","dtd","D-tyr-tRNA(Tyr) deacylase(dtd)",1,948378
"447","dut","deoxyuridinetriphosphatase(dut)",1,948607
"448","dxs","1-deoxyxylulose-5-phosphate synthase, thiamine triphosphate-binding, FAD-requiring(dxs)",1,945060
"449","eaeH","pseudo(eaeH)",1,944957
"450","eamA","cysteine and O-acetyl-L-serine efflux system(eamA)",1,946081
"451","ebgA","evolved beta-D-galactosidase, alpha subunit(ebgA)",1,947583
"452","ebgC","evolved beta-D-galactosidase, beta subunit; cupin superfamily(ebgC)",1,947581
"453","ebgR","transcriptional repressor(ebgR)",1,947586
"454","ecnA","entericidin A membrane lipoprotein, antidote entericidin B(ecnA)",1,2847736
"455","ecnB","entericidin B membrane lipoprotein(ecnB)",1,2847737
"456","eco","ecotin, a serine protease inhibitor(eco)",1,946700
"457","ecpD","polymerized tip adhesin of ECP fibers(ecpD)",1,947349
"458","eda","KHG/KDPG aldolase; 2-dehydro-3-deoxy-phosphogluconate/4-hydroxy-2-oxoglutarate aldolase(eda)",1,946367
"459","edd","6-phosphogluconate dehydratase(edd)",1,946362
"460","efp","polyproline-specific translation elongation factor EF-P(efp)",1,948661
"461","elaA","GNAT family putative N-acetyltransferase(elaA)",1,946750
"462","elaB","putative membrane-anchored DUF883 family ribosome-binding protein(elaB)",1,946751
"463","elaD","protease, capable of cleaving an AMC-ubiquitin model substrate(elaD)",1,946742
"464","elfG","putative fimbrial-like adhesin protein(elfG)",1,947185
"465","emrA","multidrug efflux system(emrA)",1,947166
"466","emrB","multidrug efflux system protein(emrB)",1,947167
"467","emrD","multidrug efflux system protein(emrD)",1,948180
"468","emrE","DLP12 prophage; multidrug resistance protein(emrE)",1,948442
"469","emrK","multidrug resistance efflux pump membrane fusion protein(emrK)",1,946840
"470","emrY","putative multidrug efflux system(emrY)",1,946835
"471","endA","DNA-specific endonuclease I(endA)",1,949092
"472","eno","enolase(eno)",1,945032
"473","entA","2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase(entA)",1,945284
"474","entB","isochorismatase(entB)",1,946178
"475","entC","isochorismate synthase 1(entC)",1,945511
"476","entD","phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex(entD)",1,945194
"477","entE","2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex(entE)",1,947426
"478","entF","enterobactin synthase multienzyme complex component, ATP-dependent(entF)",1,945184
"479","envY","porin thermoregulatory transcriptional activator(envY)",1,949114
"480","envZ","sensory histidine kinase in two-component regulatory system with OmpR(envZ)",1,947272
"481","epd","D-erythrose 4-phosphate dehydrogenase(epd)",1,947413
"482","era","membrane-associated, 16S rRNA-binding GTPase(era)",1,947036
"483","essQ","Qin prophage; putative S lysis protein(essQ)",1,946093
"484","etp","O-antigen capsule forming protein-tyrosine-phosphatase; Etk-P dephosphorylase(etp)",1,945236
"485","eutA","reactivating factor for ethanolamine ammonia lyase(eutA)",1,946937
"486","eutB","ethanolamine ammonia-lyase, large subunit, heavy chain(eutB)",1,946924
"487","eutC","ethanolamine ammonia-lyase, small subunit (light chain)(eutC)",1,946925
"488","eutD","phosphate acetyltransferase(eutD)",1,946940
"489","eutE","aldehyde oxidoreductase, ethanolamine utilization protein(eutE)",1,946943
"490","eutG","ethanol dehydrogenase involved in ethanolamine utilization; aldehyde reductase(eutG)",1,946233
"491","eutH","ethanolamine transporter(eutH)",1,944979
"492","eutJ","ethanolamine utilization protein, HSP70/actin superfamily protein(eutJ)",1,947588
"493","eutL","putative ethanol utilization carboxysome structural protein(eutL)",1,946914
"494","eutP","putative P-loop NTPase ethanolamine utilization protein(eutP)",1,946933
"495","eutQ","RmlC-like cupin domain protein(eutQ)",1,946935
"496","eutT","cobalamin adenosyltransferase involved in ethanolamine utilization(eutT)",1,946939
"497","evgA","response regulator in two-component regulatory system with EvgS(evgA)",1,946841
"498","evgS","hybrid sensory histidine kinase in two-component regulatory system with EvgA(evgS)",1,946844
"499","exbB","membrane spanning protein in TonB-ExbB-ExbD complex(exbB)",1,945420
"500","exbD","membrane spanning protein in TonB-ExbB-ExbD complex(exbD)",1,946345
"501","exoX","exodeoxyribonuclease 10; DNA exonuclease X(exoX)",1,946361
"502","exuR","hexuronate regulon transcriptional repressor; autorepressor(exuR)",1,947602
"503","exuT","hexuronate transporter(exuT)",1,947601
"504","fabA","beta-hydroxydecanoyl thioester dehydrase(fabA)",1,945568
"505","fabB","3-oxoacyl-[acyl-carrier-protein] synthase I(fabB)",1,946799
"506","fabD","malonyl-CoA-[acyl-carrier-protein] transacylase(fabD)",1,945766
"507","fabF","3-oxoacyl-[acyl-carrier-protein] synthase II(fabF)",1,946665
"508","fabG","3-oxoacyl-[acyl-carrier-protein] reductase(fabG)",1,945645
"509","fabH","3-oxoacyl-[acyl-carrier-protein] synthase III(fabH)",1,946003
"510","fabI","enoyl-[acyl-carrier-protein] reductase, NADH-dependent(fabI)",1,945870
"511","fabZ","(3R)-hydroxymyristol acyl carrier protein dehydratase(fabZ)",1,944888
"512","fadA","3-ketoacyl-CoA thiolase (thiolase I)(fadA)",1,948324
"513","fadB","fused 3-hydroxybutyryl-CoA epimerase/delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase/enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase(fadB)",1,948336
"514","fadD","acyl-CoA synthetase (long-chain-fatty-acid--CoA ligase)(fadD)",1,946327
"515","fadE","acyl coenzyme A dehydrogenase(fadE)",1,949007
"516","fadH","2,4-dienoyl-CoA reductase, NADH and FMN-linked(fadH)",1,947594
"517","fadI","beta-ketoacyl-CoA thiolase, anaerobic, subunit(fadI)",1,948823
"518","fadJ","enoyl-CoA hydratase/epimerase and isomerase/3-hydroxyacyl-CoA dehydrogenase(fadJ)",1,949097
"519","fadL","long-chain fatty acid outer membrane transporter(fadL)",1,946820
"520","fadR","fatty acid metabolism regulon transcriptional regulator(fadR)",1,948652
"521","fbaA","fructose-bisphosphate aldolase, class II(fbaA)",1,947415
"522","fbaB","fructose-bisphosphate aldolase class I(fbaB)",1,946632
"523","fbp","fructose-1,6-bisphosphatase I(fbp)",1,948753
"524","fdhD","formate dehydrogenase formation protein(fdhD)",1,948393
"525","fdhE","formate dehydrogenase formation protein(fdhE)",1,948384
"526","fdhF","formate dehydrogenase-H, selenopolypeptide subunit(fdhF)",1,948584
"527","fdnG","formate dehydrogenase-N, alpha subunit, nitrate-inducible(fdnG)",1,946035
"528","fdnH","formate dehydrogenase-N, Fe-S (beta) subunit, nitrate-inducible(fdnH)",1,948794
"529","fdnI","formate dehydrogenase-N, cytochrome B556 (gamma) subunit, nitrate-inducible(fdnI)",1,946038
"530","fdoG","formate dehydrogenase-O, large subunit(fdoG)",1,948394
"531","fdoH","formate dehydrogenase-O, Fe-S subunit(fdoH)",1,948395
"532","fdoI","formate dehydrogenase-O, cytochrome b556 subunit(fdoI)",1,948383
"533","fdrA","putative NAD(P)-binding acyl-CoA synthetase(fdrA)",1,946298
"534","fdx","[2Fe-2S] ferredoxin(fdx)",1,947160
"535","feaB","phenylacetaldehyde dehydrogenase(feaB)",1,945933
"536","feaR","transcriptional activator for tynA and feaB(feaR)",1,945941
"537","fecA","TonB-dependent outer membrane ferric citrate transporter and signal transducer; ferric citrate extracelluar receptor; FecR-interacting protein(fecA)",1,946427
"538","fecB","ferric citrate ABC transporter periplasmic binding protein(fecB)",1,946838
"539","fecC","ferric citrate ABC transporter permease(fecC)",1,948826
"540","fecD","ferric citrate ABC transporter permease(fecD)",1,946816
"541","fecE","ferric citrate ABC transporter ATPase(fecE)",1,948819
"542","fecI","RNA polymerase sigma-19 factor, fec operon-specific; ECF sigma factor(fecI)",1,946839
"543","fecR","anti-sigma transmembrane signal transducer for ferric citrate transport; periplasmic FecA-bound ferric citrate sensor and cytoplasmic FecI ECF sigma factor activator(fecR)",1,949104
"544","feoA","ferrous iron transporter, protein A(feoA)",1,947909
"545","feoB","ferrous iron transporter protein B and GTP-binding protein; membrane protein(feoB)",1,947919
"546","fepA","ferrienterobactin outer membrane transporter(fepA)",1,945193
"547","fepB","ferrienterobactin ABC transporter periplasmic binding protein(fepB)",1,947538
"548","fepC","ferrienterobactin ABC transporter ATPase(fepC)",1,945201
"549","fepD","ferrienterobactin ABC transporter permease(fepD)",1,945214
"550","fepE","regulator of length of O-antigen component of lipopolysaccharide chains(fepE)",1,945180
"551","fepG","iron-enterobactin ABC transporter permease(fepG)",1,945209
"552","fes","enterobactin/ferrienterobactin esterase(fes)",1,945181
"553","ffh","Signal Recognition Particle (SRP) component with 4.5S RNA (ffs)(ffh)",1,947102
"554","fhlA","formate hydrogenlyase transcriptional activator(fhlA)",1,947181
"555","fhuA","ferrichrome outer membrane transporter(fhuA)",1,944856
"556","fhuB","iron(3+)-hydroxamate import ABC transporter permease(fhuB)",1,946890
"557","fhuC","iron(3+)-hydroxamate import ABC transporter ATPase(fhuC)",1,945250
"558","fhuD","iron(3+)-hydroxamate import ABC transporter periplasmic binding protein(fhuD)",1,947510
"559","fhuE","ferric-rhodotorulic acid outer membrane transporter(fhuE)",1,945649
"560","fhuF","ferric iron reductase involved in ferric hydroximate transport(fhuF)",1,948891
"561","fic","stationary phase-induced protein, putative toxin(fic)",1,947872
"562","fieF","ferrous iron and zinc transporter(fieF)",1,948413
"563","fimA","major type 1 subunit fimbrin (pilin)(fimA)",1,948838
"564","fimC","periplasmic chaperone(fimC)",1,948843
"565","fimD","fimbrial usher outer membrane porin protein; FimCD chaperone-usher(fimD)",1,948844
"566","fimE","tyrosine recombinase/inversion of on/off regulator of fimA(fimE)",1,948836
"567","fimF","minor component of type 1 fimbriae(fimF)",1,948845
"568","fimG","minor component of type 1 fimbriae(fimG)",1,948846
"569","fimH","minor component of type 1 fimbriae(fimH)",1,948847
"570","fimI","fimbrial protein involved in type 1 pilus biosynthesis(fimI)",1,948841
"571","fis","global DNA-binding transcriptional dual regulator(fis)",1,947697
"572","fixA","anaerobic carnitine reduction putative electron transfer flavoprotein subunit(fixA)",1,947316
"573","fixB","putative electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein(fixB)",1,948939
"574","fixC","putative oxidoreductase(fixC)",1,948958
"575","fixX","putative 4Fe-4S ferredoxin-type protein(fixX)",1,948590
"576","fklB","FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)(fklB)",1,948726
"577","fkpA","FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)(fkpA)",1,947850
"578","fkpB","FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)(fkpB)",1,944807
"579","fldA","flavodoxin 1(fldA)",1,945293
"580","fldB","flavodoxin 2(fldB)",1,947361
"581","flgA","assembly protein for flagellar basal-body periplasmic P ring(flgA)",1,946300
"582","flgB","flagellar component of cell-proximal portion of basal-body rod(flgB)",1,945678
"583","flgC","flagellar component of cell-proximal portion of basal-body rod(flgC)",1,946687
