"","From","To","Species","Gene.Name"
"273","cydD",7156067,"Escherichia coli UMN026","cysteine/glutathione ABC transporter membrane/ATP-binding component(cydD)"
"274","cydD",7153044,"Escherichia coli IAI39","cysteine/glutathione ABC transporter membrane/ATP-binding protein(cydD)"
"275","murC",7157207,"Escherichia coli UMN026","UDP-N-acetylmuramate--L-alanine ligase(murC)"
"276","murC",913555,"Escherichia coli O157:H7 str. Sakai","UDP-N-acetylmuramate--L-alanine ligase(murC)"
"277","murC",7152151,"Escherichia coli IAI39","UDP-N-acetylmuramate--L-alanine ligase(murC)"
"278","murC",12874324,"Escherichia coli O83:H1 str. NRG 857C","UDP-N-acetylmuramate--L-alanine ligase(murC)"
"279","murC",946153,"Escherichia coli str. K-12 substr. MG1655","UDP-N-acetylmuramate:L-alanine ligase(murC)"
"280","murC",13703466,"Escherichia coli O104:H4 str. 2011C-3493","UDP-N-acetylmuramate--L-alanine ligase(murC)"
"281","rstB",7153056,"Escherichia coli IAI39","sensor protein RstB(rstB)"
"282","rstB",7157803,"Escherichia coli UMN026","sensor protein RstB(rstB)"
"283","rstB",948870,"Escherichia coli str. K-12 substr. MG1655","sensory histidine kinase of RstAB two-component system(rstB)"
"284","cydC",945504,"Escherichia coli str. K-12 substr. MG1655","glutathione/cysteine ABC transporter export permease/ATPase(cydC)"
"285","cydC",7155665,"Escherichia coli UMN026","cysteine/glutathione ABC transporter membrane/ATP-binding component(cydC)"
"286","cydC",7151045,"Escherichia coli IAI39","cysteine/glutathione ABC transporter membrane/ATP-binding protein(cydC)"
"287","rstA",7152750,"Escherichia coli IAI39","DNA-binding transcriptional regulator RstA(rstA)"
"288","rstA",946199,"Escherichia coli str. K-12 substr. MG1655","response regulator of RstAB two-component system(rstA)"
"289","rstA",7158660,"Escherichia coli UMN026","DNA-binding transcriptional regulator RstA(rstA)"
"290","cydB",7151042,"Escherichia coli IAI39","cytochrome d terminal oxidase subunit II(cydB)"
"291","cydB",7156065,"Escherichia coli UMN026","cytochrome d terminal oxidase, subunit II(cydB)"
"292","cydB",945347,"Escherichia coli str. K-12 substr. MG1655","cytochrome d terminal oxidase, subunit II(cydB)"
"293","cydA",7149633,"Escherichia coli IAI39","cytochrome d terminal oxidase subunit I(cydA)"
"294","cydA",945341,"Escherichia coli str. K-12 substr. MG1655","cytochrome d terminal oxidase, subunit I(cydA)"
"295","cydA",7154760,"Escherichia coli UMN026","cytochrome d terminal oxidase, subunit I(cydA)"
"296","murG",12874323,"Escherichia coli O83:H1 str. NRG 857C","undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase(murG)"
"297","murG",7156465,"Escherichia coli UMN026","undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase(murG)"
"298","murG",7151442,"Escherichia coli IAI39","undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase(murG)"
"299","murG",13703467,"Escherichia coli O104:H4 str. 2011C-3493","undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase(murG)"
"300","murG",946321,"Escherichia coli str. K-12 substr. MG1655","N-acetylglucosaminyl transferase(murG)"
"301","murG",913552,"Escherichia coli O157:H7 str. Sakai","undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase(murG)"
"302","murF",12874319,"Escherichia coli O83:H1 str. NRG 857C","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase(murF)"
"303","murF",944813,"Escherichia coli str. K-12 substr. MG1655","UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase(murF)"
"304","murF",7157205,"Escherichia coli UMN026","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase(murF)"
"305","murF",13703471,"Escherichia coli O104:H4 str. 2011C-3493","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase(murF)"
"306","murF",913537,"Escherichia coli O157:H7 str. Sakai","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase(murF)"
"307","murF",7152149,"Escherichia coli IAI39","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase(murF)"
"308","glpQ",946725,"Escherichia coli str. K-12 substr. MG1655","periplasmic glycerophosphodiester phosphodiesterase(glpQ)"
"309","glpQ",7149969,"Escherichia coli IAI39","glycerophosphodiester phosphodiesterase(glpQ)"
"310","glpQ",916832,"Escherichia coli O157:H7 str. Sakai","glycerophosphodiester phosphodiesterase(glpQ)"
"311","glpQ",12878607,"Escherichia coli O83:H1 str. NRG 857C","glycerophosphodiester phosphodiesterase(glpQ)"
"312","glpQ",13703115,"Escherichia coli O104:H4 str. 2011C-3493","glycerophosphodiester phosphodiesterase(glpQ)"
"313","glpQ",7155151,"Escherichia coli UMN026","glycerophosphodiester phosphodiesterase(glpQ)"
"314","glpT",916833,"Escherichia coli O157:H7 str. Sakai","sn-glycerol-3-phosphate transporter(glpT)"
"315","glpT",946704,"Escherichia coli str. K-12 substr. MG1655","sn-glycerol-3-phosphate transporter(glpT)"
"316","glpT",12878608,"Escherichia coli O83:H1 str. NRG 857C","sn-glycerol-3-phosphate transporter(glpT)"
"317","glpT",7156569,"Escherichia coli UMN026","sn-glycerol-3-phosphate transporter(glpT)"
"318","glpT",7151544,"Escherichia coli IAI39","sn-glycerol-3-phosphate transporter(glpT)"
"319","glpT",13703114,"Escherichia coli O104:H4 str. 2011C-3493","sn-glycerol-3-phosphate transporter(glpT)"
"320","nfrA",7153299,"Escherichia coli IAI39","bacteriophage N4 receptor, outer membrane subunit(nfrA)"
"321","nfrA",7158378,"Escherichia coli UMN026","bacteriophage N4 receptor, outer membrane subunit(nfrA)"
"322","nfrA",944741,"Escherichia coli str. K-12 substr. MG1655","bacteriophage N4 receptor, outer membrane subunit(nfrA)"
"323","mepA",915692,"Escherichia coli O157:H7 str. Sakai","penicillin-insensitive murein endopeptidase(mepA)"
"324","mepA",7153829,"Escherichia coli IAI39","penicillin-insensitive murein endopeptidase(mepA)"
"325","mepA",12878695,"Escherichia coli O83:H1 str. NRG 857C","penicillin-insensitive murein endopeptidase(mepA)"
"326","mepA",946812,"Escherichia coli str. K-12 substr. MG1655","murein DD-endopeptidase(mepA)"
"327","mepA",13703032,"Escherichia coli O104:H4 str. 2011C-3493","penicillin-insensitive murein endopeptidase(mepA)"
"328","mepA",7158903,"Escherichia coli UMN026","penicillin-insensitive murein endopeptidase(mepA)"
"329","rph",12876744,"Escherichia coli O83:H1 str. NRG 857C","ribonuclease PH(rph)"
"330","rph",13698794,"Escherichia coli O104:H4 str. 2011C-3493","ribonuclease PH(rph)"
"331","rph",7152551,"Escherichia coli IAI39","ribonuclease PH(rph)"
"332","rph",948156,"Escherichia coli str. K-12 substr. MG1655","pseudo(rph)"
"333","rph",7157600,"Escherichia coli UMN026","ribonuclease PH(rph)"
"334","rph",915527,"Escherichia coli O157:H7 str. Sakai","ribonuclease PH(rph)"
"335","rsuA",7155856,"Escherichia coli UMN026","16S rRNA pseudouridylate synthase A(rsuA)"
"336","rsuA",945378,"Escherichia coli str. K-12 substr. MG1655","16S rRNA pseudouridine(516) synthase(rsuA)"
"337","rsuA",7150842,"Escherichia coli IAI39","16S rRNA pseudouridylate synthase A(rsuA)"
"338","asmA",7155138,"Escherichia coli UMN026","putative assembly protein(asmA)"
"339","asmA",7151090,"Escherichia coli IAI39","putative assembly protein(asmA)"
"340","asmA",946582,"Escherichia coli str. K-12 substr. MG1655","suppressor of OmpF assembly mutants; putative outer membrane protein assembly factor; inner membrane-anchored periplasmic protein(asmA)"
"341","nfsA",7158469,"Escherichia coli UMN026","nitroreductase A(nfsA)"
"342","nfsA",7153374,"Escherichia coli IAI39","nitroreductase A(nfsA)"
"343","nfsA",945483,"Escherichia coli str. K-12 substr. MG1655","nitroreductase A, NADPH-dependent, FMN-dependent(nfsA)"
"344","rof",944891,"Escherichia coli str. K-12 substr. MG1655","modulator of Rho-dependent transcription termination(rof)"
"345","rof",7153221,"Escherichia coli IAI39","Rho-binding antiterminator(rof)"
"346","rof",7158072,"Escherichia coli UMN026","Rho-binding antiterminator(rof)"
"347","helD",7158510,"Escherichia coli UMN026","DNA helicase IV(helD)"
"348","helD",13701361,"Escherichia coli O104:H4 str. 2011C-3493","DNA helicase IV(helD)"
"349","helD",12877524,"Escherichia coli O83:H1 str. NRG 857C","DNA helicase IV(helD)"
"350","helD",913997,"Escherichia coli O157:H7 str. Sakai","DNA helicase IV(helD)"
"351","helD",7152068,"Escherichia coli IAI39","DNA helicase IV(helD)"
"352","helD",946227,"Escherichia coli str. K-12 substr. MG1655","DNA helicase IV(helD)"
"353","cybB",947241,"Escherichia coli str. K-12 substr. MG1655","cytochrome b561(cybB)"
"354","cybB",7156504,"Escherichia coli UMN026","cytochrome b561(cybB)"
"355","rnt",946159,"Escherichia coli str. K-12 substr. MG1655","RNase T; exoribonuclease T; structured DNA 3' exonuclease; RNA processing; DNA repair(rnt)"
"356","rnt",7156559,"Escherichia coli UMN026","ribonuclease T(rnt)"
"357","rnt",7151934,"Escherichia coli IAI39","ribonuclease T(rnt)"
"358","menF",7152046,"Escherichia coli IAI39","isochorismate synthase 2(menF)"
"359","menF",7157096,"Escherichia coli UMN026","isochorismate synthase 2(menF)"
"360","menF",946712,"Escherichia coli str. K-12 substr. MG1655","isochorismate synthase 2(menF)"
"361","asnB",7154742,"Escherichia coli UMN026","asparagine synthetase B(asnB)"
"362","asnB",7149603,"Escherichia coli IAI39","asparagine synthetase B(asnB)"
"363","asnB",12876928,"Escherichia coli O83:H1 str. NRG 857C","asparagine synthetase B(asnB)"
"364","asnB",13702041,"Escherichia coli O104:H4 str. 2011C-3493","asparagine synthetase B(asnB)"
"365","asnB",945281,"Escherichia coli str. K-12 substr. MG1655","asparagine synthetase B(asnB)"
"366","asnB",917073,"Escherichia coli O157:H7 str. Sakai","asparagine synthetase B(asnB)"
"367","menE",7157477,"Escherichia coli UMN026","O-succinylbenzoic acid--CoA ligase(menE)"
"368","menE",946741,"Escherichia coli str. K-12 substr. MG1655","O-succinylbenzoate-CoA ligase(menE)"
"369","menE",7152432,"Escherichia coli IAI39","O-succinylbenzoic acid--CoA ligase(menE)"
"370","menD",946720,"Escherichia coli str. K-12 substr. MG1655","2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase; SEPHCHC synthase(menD)"
"371","menD",7158888,"Escherichia coli UMN026","2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase(menD)"
"372","menD",7153813,"Escherichia coli IAI39","2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase(menD)"
"373","dmsA",7157900,"Escherichia coli UMN026","dimethyl sulfoxide reductase, anaerobic, subunit A(dmsA)"
"374","dmsA",945508,"Escherichia coli str. K-12 substr. MG1655","dimethyl sulfoxide reductase, anaerobic, subunit A(dmsA)"
"375","dmsA",7151150,"Escherichia coli IAI39","dimethyl sulfoxide reductase subunit A(dmsA)"
"376","menC",7157097,"Escherichia coli UMN026","O-succinylbenzoate synthase(menC)"
"377","menC",946734,"Escherichia coli str. K-12 substr. MG1655","O-succinylbenzoyl-CoA synthase(menC)"
"378","menC",7152047,"Escherichia coli IAI39","O-succinylbenzoate synthase(menC)"
"379","menB",7152045,"Escherichia coli IAI39","naphthoate synthase(menB)"
"380","menB",946747,"Escherichia coli str. K-12 substr. MG1655","dihydroxynaphthoic acid synthetase(menB)"
"381","menB",7157095,"Escherichia coli UMN026","naphthoate synthase(menB)"
"382","rnb",7156591,"Escherichia coli UMN026","exoribonuclease II(rnb)"
"383","rnb",945864,"Escherichia coli str. K-12 substr. MG1655","ribonuclease II(rnb)"
"384","rnb",7151565,"Escherichia coli IAI39","exoribonuclease II(rnb)"
"385","rna",949065,"Escherichia coli str. K-12 substr. MG1655","ribonuclease I(rna)"
"386","rna",7157715,"Escherichia coli UMN026","ribonuclease I(rna)"
"387","rna",7152660,"Escherichia coli IAI39","ribonuclease I(rna)"
"388","rfbA",945154,"Escherichia coli str. K-12 substr. MG1655","glucose-1-phosphate thymidylyltransferase(rfbA)"
"389","rne",945641,"Escherichia coli str. K-12 substr. MG1655","endoribonuclease; RNA-binding protein;RNA degradosome binding protein(rne)"
"390","rne",12877855,"Escherichia coli O83:H1 str. NRG 857C","ribonuclease E(rne)"
"391","rne",7154864,"Escherichia coli UMN026","ribonuclease E(rne)"
"392","rne",912764,"Escherichia coli O157:H7 str. Sakai","ribonuclease E(rne)"
"393","rne",13701082,"Escherichia coli O104:H4 str. 2011C-3493","ribonuclease E(rne)"
"394","rne",7150536,"Escherichia coli IAI39","ribonuclease E(rne)"
"395","rnd",7151274,"Escherichia coli IAI39","ribonuclease D(rnd)"
"396","rnd",946328,"Escherichia coli str. K-12 substr. MG1655","ribonuclease D(rnd)"
"397","rnd",7158750,"Escherichia coli UMN026","ribonuclease D(rnd)"
"398","rnk",7158196,"Escherichia coli UMN026","nucleoside diphosphate kinase regulator(rnk)"
"399","rnk",947546,"Escherichia coli str. K-12 substr. MG1655","regulator of nucleoside diphosphate kinase(rnk)"
"400","rnk",7153111,"Escherichia coli IAI39","nucleoside diphosphate kinase regulator(rnk)"
"401","rfbD",947117,"Escherichia coli str. K-12 substr. MG1655","dTDP-L-rhamnose synthase, NAD(P)-dependent dTDP-4-dehydrorhamnose reductase subunit(rfbD)"
"402","dmsB",7151151,"Escherichia coli IAI39","dimethyl sulfoxide reductase subunit B(dmsB)"
"403","dmsB",945507,"Escherichia coli str. K-12 substr. MG1655","dimethyl sulfoxide reductase, anaerobic, subunit B(dmsB)"
"404","dmsB",7156179,"Escherichia coli UMN026","dimethyl sulfoxide reductase, anaerobic, subunit B(dmsB)"
"405","rfbB",945276,"Escherichia coli str. K-12 substr. MG1655","dTDP-glucose 4,6 dehydratase, NAD(P)-binding(rfbB)"
"406","dmsC",7153393,"Escherichia coli IAI39","dimethyl sulfoxide reductase subunit C(dmsC)"
"407","dmsC",945502,"Escherichia coli str. K-12 substr. MG1655","dimethyl sulfoxide reductase, anaerobic, subunit C(dmsC)"
"408","dmsC",7156180,"Escherichia coli UMN026","dimethyl sulfoxide reductase, anaerobic, subunit C(dmsC)"
"409","hemA",913148,"Escherichia coli O157:H7 str. Sakai","glutamyl-tRNA reductase(hemA)"
"410","hemA",13700977,"Escherichia coli O104:H4 str. 2011C-3493","glutamyl-tRNA reductase(hemA)"
"411","hemA",12874862,"Escherichia coli O83:H1 str. NRG 857C","glutamyl-tRNA reductase(hemA)"
"412","hemA",7156995,"Escherichia coli UMN026","glutamyl-tRNA reductase(hemA)"
"413","hemA",945777,"Escherichia coli str. K-12 substr. MG1655","glutamyl tRNA reductase(hemA)"
"414","hemA",7151951,"Escherichia coli IAI39","glutamyl-tRNA reductase(hemA)"
"415","hemB",7149535,"Escherichia coli IAI39","delta-aminolevulinic acid dehydratase(hemB)"
"416","hemB",7158033,"Escherichia coli UMN026","delta-aminolevulinic acid dehydratase(hemB)"
"417","hemB",945017,"Escherichia coli str. K-12 substr. MG1655","5-aminolevulinate dehydratase (porphobilinogen synthase)(hemB)"
"418","hemL",7156345,"Escherichia coli UMN026","glutamate-1-semialdehyde aminotransferase(hemL)"
"419","hemL",7151315,"Escherichia coli IAI39","glutamate-1-semialdehyde aminotransferase(hemL)"
"420","hemL",946892,"Escherichia coli str. K-12 substr. MG1655","glutamate-1-semialdehyde aminotransferase (aminomutase)(hemL)"
"421","lpxD",7156687,"Escherichia coli UMN026","UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase(lpxD)"
"422","lpxD",13703381,"Escherichia coli O104:H4 str. 2011C-3493","UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase(lpxD)"
"423","lpxD",913891,"Escherichia coli O157:H7 str. Sakai","UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase(lpxD)"
"424","lpxD",7151660,"Escherichia coli IAI39","UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase(lpxD)"
"425","lpxD",944882,"Escherichia coli str. K-12 substr. MG1655","UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase(lpxD)"
"426","lpxD",12874414,"Escherichia coli O83:H1 str. NRG 857C","UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase(lpxD)"
"427","hemH",947532,"Escherichia coli str. K-12 substr. MG1655","ferrochelatase(hemH)"
"428","hemH",7150696,"Escherichia coli IAI39","ferrochelatase(hemH)"
"429","hemH",13702362,"Escherichia coli O104:H4 str. 2011C-3493","ferrochelatase(hemH)"
"430","hemH",12874688,"Escherichia coli O83:H1 str. NRG 857C","ferrochelatase(hemH)"
"431","hemH",914632,"Escherichia coli O157:H7 str. Sakai","ferrochelatase(hemH)"
"432","hemH",7155703,"Escherichia coli UMN026","ferrochelatase(hemH)"
"433","lpxK",945526,"Escherichia coli str. K-12 substr. MG1655","lipid A 4'kinase(lpxK)"
"434","lpxK",917752,"Escherichia coli O157:H7 str. Sakai","tetraacyldisaccharide 4'-kinase(lpxK)"
"435","lpxK",7157184,"Escherichia coli UMN026","tetraacyldisaccharide 4'-kinase(lpxK)"
"436","lpxK",13701410,"Escherichia coli O104:H4 str. 2011C-3493","tetraacyldisaccharide 4'-kinase(lpxK)"
"437","lpxK",12877405,"Escherichia coli O83:H1 str. NRG 857C","tetraacyldisaccharide 4'-kinase(lpxK)"
"438","lpxK",7153403,"Escherichia coli IAI39","tetraacyldisaccharide 4'-kinase(lpxK)"
"439","lpxA",7156301,"Escherichia coli UMN026","UDP-N-acetylglucosamine acyltransferase(lpxA)"
"440","lpxA",944849,"Escherichia coli str. K-12 substr. MG1655","UDP-N-acetylglucosamine acetyltransferase(lpxA)"
"441","lpxA",7151271,"Escherichia coli IAI39","UDP-N-acetylglucosamine acyltransferase(lpxA)"
"442","gltA",7154747,"Escherichia coli UMN026","type II citrate synthase(gltA)"
"443","gltA",7149616,"Escherichia coli IAI39","type II citrate synthase(gltA)"
"444","gltA",917477,"Escherichia coli O157:H7 str. Sakai","type II citrate synthase(gltA)"
"445","gltA",945323,"Escherichia coli str. K-12 substr. MG1655","citrate synthase(gltA)"
"446","gltA",12877049,"Escherichia coli O83:H1 str. NRG 857C","type II citrate synthase(gltA)"
"447","gltA",13701915,"Escherichia coli O104:H4 str. 2011C-3493","type II citrate synthase(gltA)"
"448","lpxC",7156468,"Escherichia coli UMN026","UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase(lpxC)"
"449","lpxC",12874329,"Escherichia coli O83:H1 str. NRG 857C","UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase(lpxC)"
"450","lpxC",944816,"Escherichia coli str. K-12 substr. MG1655","UDP-3-O-acyl N-acetylglucosamine deacetylase(lpxC)"
