"","From","Gene.Name","row","Escherichia coli str. K-12 substr. MG1655"
"386","dacA","D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5)(dacA)",1,945222
"387","dacB","D-alanyl-D-alanine carboxypeptidase(dacB)",1,947693
"388","dacC","D-alanyl-D-alanine carboxypeptidase; penicillin-binding protein 6a(dacC)",1,945455
"389","dacD","D-alanyl-D-alanine carboxypeptidase; penicillin-binding protein 6b(dacD)",1,946518
"390","dadA","D-amino acid dehydrogenase(dadA)",1,945752
"391","dam","DNA adenine methyltransferase(dam)",1,947893
"392","damX","cell division protein that binds to the septal ring(damX)",1,947930
"393","dapA","dihydrodipicolinate synthase(dapA)",1,946952
"394","dapB","dihydrodipicolinate reductase(dapB)",1,944762
"395","dapD","2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase(dapD)",1,944862
"396","dapE","N-succinyl-diaminopimelate deacylase(dapE)",1,948313
"397","dapF","diaminopimelate epimerase(dapF)",1,948364
"398","dbpA","ATP-dependent RNA helicase, specific for 23S rRNA(dbpA)",1,947153
"399","dcd","deoxycytidine triphosphate deaminase; dCTP deaminase(dcd)",1,946593
"400","dcp","dipeptidyl carboxypeptidase II(dcp)",1,946084
"401","dcrB","putative lipoprotein(dcrB)",1,947983
"402","dctA","C4-dicarboxylic acid, orotate and citrate transporter(dctA)",1,948039
"403","dcuA","C4-dicarboxylate antiporter(dcuA)",1,948659
"404","dcuB","C4-dicarboxylate transporter, anaerobic; DcuS co-sensor(dcuB)",1,948641
"405","dcuC","anaerobic C4-dicarboxylate transport(dcuC)",1,945000
"406","dcuD","putative transporter(dcuD)",1,946575
"407","dcuR","response regulator in two-component regulatory system with DcuS(dcuR)",1,948640
"408","dcuS","sensory histidine kinase in two-component regulatory system with DcuR, regulator of anaerobic fumarate respiration(dcuS)",1,948639
"409","ddpX","D-ala-D-ala dipeptidase, Zn-dependent(ddpX)",1,945532
"410","deaD","ATP-dependent RNA helicase(deaD)",1,947674
"411","dedA","DedA family inner membrane protein(dedA)",1,946798
"412","dedD","membrane-anchored periplasmic protein involved in septation(dedD)",1,944971
"413","def","peptide deformylase(def)",1,947780
"414","degP","serine endoprotease (protease Do), membrane-associated(degP)",1,947139
"415","degQ","serine endoprotease, periplasmic(degQ)",1,947812
"416","degS","serine endoprotease, periplasmic(degS)",1,947865
"417","deoA","thymidine phosphorylase(deoA)",1,948901
"418","deoB","phosphopentomutase(deoB)",1,948910
"419","deoC","2-deoxyribose-5-phosphate aldolase, NAD(P)-linked(deoC)",1,948902
"420","deoD","purine nucleoside phosphorylase 1; nicotinamide 1-beta-D-riboside phosphorylase(deoD)",1,945654
"421","deoR","deoxyribose-5-phosphate-inducible deoxyribose operon transcriptional repressor; repressor of nupG and tsx(deoR)",1,945453
"422","dfp","fused 4'-phosphopantothenoylcysteine decarboxylase/phosphopantothenoylcysteine synthetase, FMN-binding(dfp)",1,949047
"423","dgkA","diacylglycerol kinase(dgkA)",1,948543
"424","dgoA","2-oxo-3-deoxygalactonate 6-phosphate aldolase(dgoA)",1,2847766
"425","dgoD","D-galactonate dehydratase(dgoD)",1,2847765
"426","dgoK","2-oxo-3-deoxygalactonate kinase(dgoK)",1,948207
"427","dgoR","D-galactonate catabolism operon transcriptional repressor(dgoR)",1,2847767
"428","dgoT","D-galactonate transporter(dgoT)",1,948196
"429","dgt","deoxyguanosine triphosphate triphosphohydrolase(dgt)",1,947177
"430","dhaK","dihydroxyacetone kinase, PTS-dependent, dihydroxyacetone-binding subunit(dhaK)",1,945747
"431","dhaL","dihydroxyacetone kinase, C-terminal domain(dhaL)",1,945748
"432","dhaM","putative dihydroxyacetone-specific PTS enzymes: HPr, EI components(dhaM)",1,945749
"433","dhaR","dhaKLM operon transcription activator(dhaR)",1,945743
"434","dicB","Qin prophage; cell division inhibition protein(dicB)",1,946110
"435","dicC","Qin prophage; DNA-binding transcriptional regulator for DicB(dicC)",1,946120
"436","dicF","ncRNA(dicF)",1,946140
"437","dinB","DNA polymerase IV(dinB)",1,944922
"438","dinD","DNA damage-inducible protein(dinD)",1,948153
"439","dinF","oxidative stress resistance protein; putative MATE family efflux pump; UV and mitomycin C inducible protein(dinF)",1,948554
"440","dinG","ATP-dependent DNA helicase(dinG)",1,945431
"441","dinI","DNA damage-inducible protein I(dinI)",1,945022
"442","dinJ","antitoxin of YafQ-DinJ toxin-antitoxin system(dinJ)",1,944914
"443","djlA","membrane-anchored DnaK co-chaperone, DNA-binding protein(djlA)",1,948992
"444","dkgA","2,5-diketo-D-gluconate reductase A(dkgA)",1,947495
"445","dkgB","2,5-diketo-D-gluconate reductase B(dkgB)",1,944901
"446","dksA","transcriptional regulator of rRNA transcription; DnaK suppressor protein(dksA)",1,944850
"447","dld","D-lactate dehydrogenase, FAD-binding, NADH independent(dld)",1,946653
"448","dmsA","dimethyl sulfoxide reductase, anaerobic, subunit A(dmsA)",1,945508
"449","dmsB","dimethyl sulfoxide reductase, anaerobic, subunit B(dmsB)",1,945507
"450","dmsC","dimethyl sulfoxide reductase, anaerobic, subunit C(dmsC)",1,945502
"451","dnaA","chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator(dnaA)",1,948217
"452","dnaB","replicative DNA helicase(dnaB)",1,948555
"453","dnaC","DNA biosynthesis protein(dnaC)",1,948864
"454","dnaE","DNA polymerase III alpha subunit(dnaE)",1,944877
"455","dnaG","DNA primase(dnaG)",1,947570
"456","dnaJ","chaperone Hsp40, DnaK co-chaperone(dnaJ)",1,944753
"457","dnaK","chaperone Hsp70, with co-chaperone DnaJ(dnaK)",1,944750
"458","dnaN","DNA polymerase III, beta subunit(dnaN)",1,948218
"459","dnaQ","DNA polymerase III epsilon subunit(dnaQ)",1,946441
"460","dnaT","DNA biosynthesis protein (primosomal protein I)(dnaT)",1,948813
"461","dnaX","DNA polymerase III/DNA elongation factor III, tau and gamma subunits(dnaX)",1,945105
"462","dppA","dipeptide/heme ABC transporter periplasmic binding protein; dipeptide chemotaxis receptor(dppA)",1,948062
"463","dppB","dipeptide/heme ABC transporter permease(dppB)",1,948063
"464","dppC","dipeptide/heme ABC transporter permease(dppC)",1,948064
"465","dppD","dipeptide/heme ABC transporter ATPas(dppD)",1,948065
"466","dppF","dipeptide/heme ABC transporter ATPas(dppF)",1,948056
"467","dps","Fe-binding and storage protein; stress-inducible DNA-binding protein(dps)",1,945101
"468","dsbA","periplasmic protein disulfide isomerase I(dsbA)",1,948353
"469","dsbB","oxidoreductase that catalyzes reoxidation of DsbA protein disulfide isomerase I(dsbB)",1,946344
"470","dsbC","protein disulfide isomerase II(dsbC)",1,947363
"471","dsbD","thiol:disulfide interchange protein and activator of DsbC(dsbD)",1,948649
"472","dsbG","thiol:disulfide interchange protein, periplasmic(dsbG)",1,945224
"473","dsdA","D-serine dehydratase(dsdA)",1,946837
"474","dsdC","dsd operon activator; autorepressor(dsdC)",1,948828
"475","dsdX","D-serine transporter(dsdX)",1,949103
"476","dtd","D-tyr-tRNA(Tyr) deacylase(dtd)",1,948378
"477","dut","deoxyuridinetriphosphatase(dut)",1,948607
"478","dxs","1-deoxyxylulose-5-phosphate synthase, thiamine triphosphate-binding, FAD-requiring(dxs)",1,945060
"479","eaeH","pseudo(eaeH)",1,944957
"480","eamA","cysteine and O-acetyl-L-serine efflux system(eamA)",1,946081
"481","ebgA","evolved beta-D-galactosidase, alpha subunit(ebgA)",1,947583
"482","ebgC","evolved beta-D-galactosidase, beta subunit; cupin superfamily(ebgC)",1,947581
"483","ebgR","transcriptional repressor(ebgR)",1,947586
"484","ecnA","entericidin A membrane lipoprotein, antidote entericidin B(ecnA)",1,2847736
"485","ecnB","entericidin B membrane lipoprotein(ecnB)",1,2847737
"486","eco","ecotin, a serine protease inhibitor(eco)",1,946700
"487","ecpD","polymerized tip adhesin of ECP fibers(ecpD)",1,947349
"488","eda","KHG/KDPG aldolase; 2-dehydro-3-deoxy-phosphogluconate/4-hydroxy-2-oxoglutarate aldolase(eda)",1,946367
"489","edd","6-phosphogluconate dehydratase(edd)",1,946362
"490","efp","polyproline-specific translation elongation factor EF-P(efp)",1,948661
"491","elaA","GNAT family putative N-acetyltransferase(elaA)",1,946750
"492","elaB","putative membrane-anchored DUF883 family ribosome-binding protein(elaB)",1,946751
"493","elaD","protease, capable of cleaving an AMC-ubiquitin model substrate(elaD)",1,946742
"494","emrA","multidrug efflux system(emrA)",1,947166
"495","emrB","multidrug efflux system protein(emrB)",1,947167
"496","emrD","multidrug efflux system protein(emrD)",1,948180
"497","emrE","DLP12 prophage; multidrug resistance protein(emrE)",1,948442
"498","emrK","multidrug resistance efflux pump membrane fusion protein(emrK)",1,946840
"499","emrY","putative multidrug efflux system(emrY)",1,946835
"500","endA","DNA-specific endonuclease I(endA)",1,949092
"501","eno","enolase(eno)",1,945032
"502","entA","2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase(entA)",1,945284
"503","entB","isochorismatase(entB)",1,946178
"504","entC","isochorismate synthase 1(entC)",1,945511
"505","entD","phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex(entD)",1,945194
"506","entE","2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex(entE)",1,947426
"507","entF","enterobactin synthase multienzyme complex component, ATP-dependent(entF)",1,945184
"508","envY","porin thermoregulatory transcriptional activator(envY)",1,949114
"509","envZ","sensory histidine kinase in two-component regulatory system with OmpR(envZ)",1,947272
"510","epd","D-erythrose 4-phosphate dehydrogenase(epd)",1,947413
"511","era","membrane-associated, 16S rRNA-binding GTPase(era)",1,947036
"512","essQ","Qin prophage; putative S lysis protein(essQ)",1,946093
"513","eutA","reactivating factor for ethanolamine ammonia lyase(eutA)",1,946937
"514","eutB","ethanolamine ammonia-lyase, large subunit, heavy chain(eutB)",1,946924
"515","eutC","ethanolamine ammonia-lyase, small subunit (light chain)(eutC)",1,946925
"516","eutE","aldehyde oxidoreductase, ethanolamine utilization protein(eutE)",1,946943
"517","eutG","ethanol dehydrogenase involved in ethanolamine utilization; aldehyde reductase(eutG)",1,946233
"518","eutH","ethanolamine transporter(eutH)",1,944979
"519","eutJ","ethanolamine utilization protein, HSP70/actin superfamily protein(eutJ)",1,947588
"520","eutL","putative ethanol utilization carboxysome structural protein(eutL)",1,946914
"521","eutP","putative P-loop NTPase ethanolamine utilization protein(eutP)",1,946933
"522","eutQ","RmlC-like cupin domain protein(eutQ)",1,946935
"523","eutT","cobalamin adenosyltransferase involved in ethanolamine utilization(eutT)",1,946939
"524","evgA","response regulator in two-component regulatory system with EvgS(evgA)",1,946841
"525","evgS","hybrid sensory histidine kinase in two-component regulatory system with EvgA(evgS)",1,946844
"526","exbB","membrane spanning protein in TonB-ExbB-ExbD complex(exbB)",1,945420
"527","exbD","membrane spanning protein in TonB-ExbB-ExbD complex(exbD)",1,946345
"528","exoX","exodeoxyribonuclease 10; DNA exonuclease X(exoX)",1,946361
"529","exuR","hexuronate regulon transcriptional repressor; autorepressor(exuR)",1,947602
"530","exuT","hexuronate transporter(exuT)",1,947601
"531","fabA","beta-hydroxydecanoyl thioester dehydrase(fabA)",1,945568
"532","fabB","3-oxoacyl-[acyl-carrier-protein] synthase I(fabB)",1,946799
"533","fabD","malonyl-CoA-[acyl-carrier-protein] transacylase(fabD)",1,945766
"534","fabF","3-oxoacyl-[acyl-carrier-protein] synthase II(fabF)",1,946665
"535","fabG","3-oxoacyl-[acyl-carrier-protein] reductase(fabG)",1,945645
"536","fabH","3-oxoacyl-[acyl-carrier-protein] synthase III(fabH)",1,946003
"537","fabI","enoyl-[acyl-carrier-protein] reductase, NADH-dependent(fabI)",1,945870
"538","fabZ","(3R)-hydroxymyristol acyl carrier protein dehydratase(fabZ)",1,944888
"539","fadA","3-ketoacyl-CoA thiolase (thiolase I)(fadA)",1,948324
"540","fadB","fused 3-hydroxybutyryl-CoA epimerase/delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase/enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase(fadB)",1,948336
"541","fadD","acyl-CoA synthetase (long-chain-fatty-acid--CoA ligase)(fadD)",1,946327
"542","fadE","acyl coenzyme A dehydrogenase(fadE)",1,949007
"543","fadH","2,4-dienoyl-CoA reductase, NADH and FMN-linked(fadH)",1,947594
"544","fadL","long-chain fatty acid outer membrane transporter(fadL)",1,946820
"545","fadR","fatty acid metabolism regulon transcriptional regulator(fadR)",1,948652
"546","fbaA","fructose-bisphosphate aldolase, class II(fbaA)",1,947415
"547","fbaB","fructose-bisphosphate aldolase class I(fbaB)",1,946632
"548","fbp","fructose-1,6-bisphosphatase I(fbp)",1,948753
"549","fdhD","formate dehydrogenase formation protein(fdhD)",1,948393
"550","fdhE","formate dehydrogenase formation protein(fdhE)",1,948384
"551","fdhF","formate dehydrogenase-H, selenopolypeptide subunit(fdhF)",1,948584
"552","fdnG","formate dehydrogenase-N, alpha subunit, nitrate-inducible(fdnG)",1,946035
"553","fdnH","formate dehydrogenase-N, Fe-S (beta) subunit, nitrate-inducible(fdnH)",1,948794
"554","fdnI","formate dehydrogenase-N, cytochrome B556 (gamma) subunit, nitrate-inducible(fdnI)",1,946038
"555","fdoG","formate dehydrogenase-O, large subunit(fdoG)",1,948394
"556","fdoH","formate dehydrogenase-O, Fe-S subunit(fdoH)",1,948395
"557","fdoI","formate dehydrogenase-O, cytochrome b556 subunit(fdoI)",1,948383
"558","fdrA","putative NAD(P)-binding acyl-CoA synthetase(fdrA)",1,946298
"559","fdx","[2Fe-2S] ferredoxin(fdx)",1,947160
"560","feaB","phenylacetaldehyde dehydrogenase(feaB)",1,945933
"561","feaR","transcriptional activator for tynA and feaB(feaR)",1,945941
"562","fecA","TonB-dependent outer membrane ferric citrate transporter and signal transducer; ferric citrate extracelluar receptor; FecR-interacting protein(fecA)",1,946427
"563","fecB","ferric citrate ABC transporter periplasmic binding protein(fecB)",1,946838
"564","fecC","ferric citrate ABC transporter permease(fecC)",1,948826
"565","fecD","ferric citrate ABC transporter permease(fecD)",1,946816
"566","fecE","ferric citrate ABC transporter ATPase(fecE)",1,948819
"567","fecI","RNA polymerase sigma-19 factor, fec operon-specific; ECF sigma factor(fecI)",1,946839
"568","fecR","anti-sigma transmembrane signal transducer for ferric citrate transport; periplasmic FecA-bound ferric citrate sensor and cytoplasmic FecI ECF sigma factor activator(fecR)",1,949104
"569","feoA","ferrous iron transporter, protein A(feoA)",1,947909
"570","feoB","ferrous iron transporter protein B and GTP-binding protein; membrane protein(feoB)",1,947919
"571","fepA","ferrienterobactin outer membrane transporter(fepA)",1,945193
"572","fepB","ferrienterobactin ABC transporter periplasmic binding protein(fepB)",1,947538
"573","fepC","ferrienterobactin ABC transporter ATPase(fepC)",1,945201
"574","fepD","ferrienterobactin ABC transporter permease(fepD)",1,945214
"575","fepE","regulator of length of O-antigen component of lipopolysaccharide chains(fepE)",1,945180
"576","fepG","iron-enterobactin ABC transporter permease(fepG)",1,945209
"577","fes","enterobactin/ferrienterobactin esterase(fes)",1,945181
"578","ffh","Signal Recognition Particle (SRP) component with 4.5S RNA (ffs)(ffh)",1,947102
"579","fhlA","formate hydrogenlyase transcriptional activator(fhlA)",1,947181
"580","fhuA","ferrichrome outer membrane transporter(fhuA)",1,944856
"581","fhuB","iron(3+)-hydroxamate import ABC transporter permease(fhuB)",1,946890
"582","fhuC","iron(3+)-hydroxamate import ABC transporter ATPase(fhuC)",1,945250
"583","fhuD","iron(3+)-hydroxamate import ABC transporter periplasmic binding protein(fhuD)",1,947510
"584","fhuE","ferric-rhodotorulic acid outer membrane transporter(fhuE)",1,945649
"585","fhuF","ferric iron reductase involved in ferric hydroximate transport(fhuF)",1,948891
"586","fic","stationary phase-induced protein, putative toxin(fic)",1,947872
"587","fieF","ferrous iron and zinc transporter(fieF)",1,948413
"588","fimA","major type 1 subunit fimbrin (pilin)(fimA)",1,948838
"589","fimB","tyrosine recombinase/inversion of on/off regulator of fimA(fimB)",1,948832
"590","fimC","periplasmic chaperone(fimC)",1,948843
"591","fimD","fimbrial usher outer membrane porin protein; FimCD chaperone-usher(fimD)",1,948844
"592","fimE","tyrosine recombinase/inversion of on/off regulator of fimA(fimE)",1,948836
"593","fimF","minor component of type 1 fimbriae(fimF)",1,948845
"594","fimG","minor component of type 1 fimbriae(fimG)",1,948846
"595","fimH","minor component of type 1 fimbriae(fimH)",1,948847
"596","fimI","fimbrial protein involved in type 1 pilus biosynthesis(fimI)",1,948841
"597","fis","global DNA-binding transcriptional dual regulator(fis)",1,947697
