"","From","To","Species","Gene.Name"
"253","yniB",945140,"Escherichia coli str. K-12 substr. MG1655","putative inner membrane protein(yniB)"
"254","yniA",946236,"Escherichia coli str. K-12 substr. MG1655","fructosamine kinase family protein(yniA)"
"255","mutT",944824,"Escherichia coli str. K-12 substr. MG1655","dGTP-preferring nucleoside triphosphate pyrophosphohydrolase(mutT)"
"256","pdxH",946806,"Escherichia coli str. K-12 substr. MG1655","pyridoxine 5'-phosphate oxidase(pdxH)"
"257","nth",947122,"Escherichia coli str. K-12 substr. MG1655","DNA glycosylase and apyrimidinic (AP) lyase (endonuclease III)(nth)"
"258","ynjB",946271,"Escherichia coli str. K-12 substr. MG1655","putative ABC transporter periplasmic binding protein(ynjB)"
"259","ynjA",946270,"Escherichia coli str. K-12 substr. MG1655","carboxymuconolactone decarboxylase family protein(ynjA)"
"260","ynjD",944965,"Escherichia coli str. K-12 substr. MG1655","putative ABC transporter ATPase(ynjD)"
"261","ynjC",946273,"Escherichia coli str. K-12 substr. MG1655","putative ABC transporter permease(ynjC)"
"262","yeeA",946545,"Escherichia coli str. K-12 substr. MG1655","putative transporter, FUSC family inner membrane protein(yeeA)"
"263","yedY",946484,"Escherichia coli str. K-12 substr. MG1655","membrane-anchored, periplasmic TMAO, DMSO reductase(yedY)"
"264","yedZ",946483,"Escherichia coli str. K-12 substr. MG1655","inner membrane heme subunit for periplasmic YedYZ reductase(yedZ)"
"265","hslJ",946525,"Escherichia coli str. K-12 substr. MG1655","heat-inducible lipoprotein involved in novobiocin resistance(hslJ)"
"266","yeeX",946541,"Escherichia coli str. K-12 substr. MG1655","UPF0265 family protein(yeeX)"
"267","ynjI",946239,"Escherichia coli str. K-12 substr. MG1655","inner membrane protein(ynjI)"
"268","yeeN",946493,"Escherichia coli str. K-12 substr. MG1655","UPF0082 family protein(yeeN)"
"269","yeeO",946506,"Escherichia coli str. K-12 substr. MG1655","putative multdrug exporter, MATE family(yeeO)"
"270","ynjE",946505,"Escherichia coli str. K-12 substr. MG1655","molybdopterin synthase sulfurtransferase(ynjE)"
"271","ynjF",946221,"Escherichia coli str. K-12 substr. MG1655","CDP-alcohol phosphatidyltransferase family inner membrane protein(ynjF)"
"272","yeeJ",946498,"Escherichia coli str. K-12 substr. MG1655","putative adhesin(yeeJ)"
"273","yeeL",2847764,"Escherichia coli str. K-12 substr. MG1655","pseudo(yeeL)"
"274","ynjH",946279,"Escherichia coli str. K-12 substr. MG1655","DUF1496 family protein(ynjH)"
"275","dbpA",947153,"Escherichia coli str. K-12 substr. MG1655","ATP-dependent RNA helicase, specific for 23S rRNA(dbpA)"
"276","kdgR",946129,"Escherichia coli str. K-12 substr. MG1655","KDG regulon transcriptional repressor(kdgR)"
"277","glxK",945129,"Escherichia coli str. K-12 substr. MG1655","glycerate kinase II(glxK)"
"278","sgrS",4056038,"Escherichia coli str. K-12 substr. MG1655","ncRNA(sgrS)"
"279","glxR",945146,"Escherichia coli str. K-12 substr. MG1655","tartronate semialdehyde reductase, NADH-dependent(glxR)"
"280","pdxA",944919,"Escherichia coli str. K-12 substr. MG1655","4-hydroxy-L-threonine phosphate dehydrogenase, NAD-dependent(pdxA)"
"281","dnaE",944877,"Escherichia coli str. K-12 substr. MG1655","DNA polymerase III alpha subunit(dnaE)"
"282","dnaK",944750,"Escherichia coli str. K-12 substr. MG1655","chaperone Hsp70, with co-chaperone DnaJ(dnaK)"
"283","flhE",946094,"Escherichia coli str. K-12 substr. MG1655","proton seal during flagellar secretion(flhE)"
"284","flhD",945442,"Escherichia coli str. K-12 substr. MG1655","flagellar class II regulon transcriptional activator, with FlhC(flhD)"
"285","flhC",947280,"Escherichia coli str. K-12 substr. MG1655","flagellar class II regulon transcriptional activator, with FlhD(flhC)"
"286","flhB",946391,"Escherichia coli str. K-12 substr. MG1655","flagellin export apparatus, substrate specificity protein(flhB)"
"287","dnaJ",944753,"Escherichia coli str. K-12 substr. MG1655","chaperone Hsp40, DnaK co-chaperone(dnaJ)"
"288","dnaQ",946441,"Escherichia coli str. K-12 substr. MG1655","DNA polymerase III epsilon subunit(dnaQ)"
"289","infC",946225,"Escherichia coli str. K-12 substr. MG1655","translation initiation factor IF-3(infC)"
"290","infA",945500,"Escherichia coli str. K-12 substr. MG1655","translation initiation factor IF-1(infA)"
"291","dnaX",945105,"Escherichia coli str. K-12 substr. MG1655","DNA polymerase III/DNA elongation factor III, tau and gamma subunits(dnaX)"
"292","flhA",946390,"Escherichia coli str. K-12 substr. MG1655","putative flagellar export pore protein(flhA)"
"293","manZ",946342,"Escherichia coli str. K-12 substr. MG1655","mannose-specific enzyme IID component of PTS(manZ)"
"294","flgF",945639,"Escherichia coli str. K-12 substr. MG1655","flagellar component of cell-proximal portion of basal-body rod(flgF)"
"295","flgE",945636,"Escherichia coli str. K-12 substr. MG1655","flagellar hook protein(flgE)"
"296","pinQ",946088,"Escherichia coli str. K-12 substr. MG1655","Qin prophage; putative site-specific recombinase(pinQ)"
"297","flgH",946996,"Escherichia coli str. K-12 substr. MG1655","flagellar protein of basal-body outer-membrane L ring(flgH)"
"298","flgG",945647,"Escherichia coli str. K-12 substr. MG1655","flagellar component of cell-distal portion of basal-body rod(flgG)"
"299","pinR",948973,"Escherichia coli str. K-12 substr. MG1655","Rac prophage; putative site-specific recombinase(pinR)"
"300","flgB",945678,"Escherichia coli str. K-12 substr. MG1655","flagellar component of cell-proximal portion of basal-body rod(flgB)"
"301","flgA",946300,"Escherichia coli str. K-12 substr. MG1655","assembly protein for flagellar basal-body periplasmic P ring(flgA)"
"302","flgD",945813,"Escherichia coli str. K-12 substr. MG1655","flagellar hook assembly protein(flgD)"
"303","flgC",946687,"Escherichia coli str. K-12 substr. MG1655","flagellar component of cell-proximal portion of basal-body rod(flgC)"
"304","proC",945034,"Escherichia coli str. K-12 substr. MG1655","pyrroline-5-carboxylate reductase, NAD(P)-binding(proC)"
"305","flgN",945634,"Escherichia coli str. K-12 substr. MG1655","export chaperone for FlgK and FlgL(flgN)"
"306","flgM",946684,"Escherichia coli str. K-12 substr. MG1655","anti-sigma factor for FliA (sigma 28)(flgM)"
"307","proA",946680,"Escherichia coli str. K-12 substr. MG1655","gamma-glutamylphosphate reductase(proA)"
"308","proB",946425,"Escherichia coli str. K-12 substr. MG1655","gamma-glutamate kinase(proB)"
"309","minE",945740,"Escherichia coli str. K-12 substr. MG1655","cell division topological specificity factor(minE)"
"310","flgJ",947456,"Escherichia coli str. K-12 substr. MG1655","flagellar rod assembly protein and murein hydrolase; flagellum-specific muramidase(flgJ)"
"311","minD",945741,"Escherichia coli str. K-12 substr. MG1655","inhibitor of FtsZ ring polymerization; chromosome-membrane tethering protein; membrane ATPase of the MinCDEE system(minD)"
"312","flgI",947534,"Escherichia coli str. K-12 substr. MG1655","putative flagellar basal body protein(flgI)"
"313","minC",945744,"Escherichia coli str. K-12 substr. MG1655","inhibitor of FtsZ ring polymerization(minC)"
"314","flgL",945646,"Escherichia coli str. K-12 substr. MG1655","flagellar hook-filament junction protein(flgL)"
"315","flgK",945648,"Escherichia coli str. K-12 substr. MG1655","flagellar hook-filament junction protein 1(flgK)"
"316","znuA",946375,"Escherichia coli str. K-12 substr. MG1655","zinc ABC transporter periplasmic binding protein(znuA)"
"317","znuB",946372,"Escherichia coli str. K-12 substr. MG1655","zinc ABC transporter permease(znuB)"
"318","proY",945050,"Escherichia coli str. K-12 substr. MG1655","proline-specific permease(proY)"
"319","znuC",946374,"Escherichia coli str. K-12 substr. MG1655","zinc ABC transporter ATPase(znuC)"
"320","proQ",948950,"Escherichia coli str. K-12 substr. MG1655","RNA chaperone, putative ProP translation regulator(proQ)"
"321","proS",949116,"Escherichia coli str. K-12 substr. MG1655","prolyl-tRNA synthetase(proS)"
"322","manA",944840,"Escherichia coli str. K-12 substr. MG1655","mannose-6-phosphate isomerase(manA)"
"323","manY",946332,"Escherichia coli str. K-12 substr. MG1655","mannose-specific enzyme IIC component of PTS(manY)"
"324","manX",946334,"Escherichia coli str. K-12 substr. MG1655","fused mannose-specific PTS enzymes: IIA component/IIB component(manX)"
"325","sokC",2847745,"Escherichia coli str. K-12 substr. MG1655","ncRNA(sokC)"
"326","sokB",2847728,"Escherichia coli str. K-12 substr. MG1655","ncRNA(sokB)"
"327","prpB",944990,"Escherichia coli str. K-12 substr. MG1655","2-methylisocitrate lyase(prpB)"
"328","prpC",947528,"Escherichia coli str. K-12 substr. MG1655","2-methylcitrate synthase(prpC)"
"329","prpD",945931,"Escherichia coli str. K-12 substr. MG1655","2-methylcitrate dehydratase(prpD)"
"330","prpE",946891,"Escherichia coli str. K-12 substr. MG1655","propionate--CoA ligase(prpE)"
"331","mipA",946301,"Escherichia coli str. K-12 substr. MG1655","scaffolding protein for murein synthesizing machinery(mipA)"
"332","malZ",949131,"Escherichia coli str. K-12 substr. MG1655","maltodextrin glucosidase(malZ)"
"333","malX",946009,"Escherichia coli str. K-12 substr. MG1655","maltose and glucose-specific PTS enzyme IIB component and IIC component(malX)"
"334","malY",945937,"Escherichia coli str. K-12 substr. MG1655","PLP-dependent beta-cystathionase and maltose regulon regulator(malY)"
"335","prpR",944987,"Escherichia coli str. K-12 substr. MG1655","propionate catabolism operon regulatory protein(prpR)"
"336","carA",949025,"Escherichia coli str. K-12 substr. MG1655","carbamoyl phosphate synthetase small subunit, glutamine amidotransferase(carA)"
"337","carB",944775,"Escherichia coli str. K-12 substr. MG1655","carbamoyl-phosphate synthase large subunit(carB)"
"338","solA",944983,"Escherichia coli str. K-12 substr. MG1655","N-methyltryptophan oxidase, FAD-binding(solA)"
"339","hscC",945218,"Escherichia coli str. K-12 substr. MG1655","Hsp70 family chaperone Hsc62; RpoD-binding transcription inhibitor(hscC)"
"340","ldhA",946315,"Escherichia coli str. K-12 substr. MG1655","fermentative D-lactate dehydrogenase, NAD-dependent(ldhA)"
"341","cdaR",944860,"Escherichia coli str. K-12 substr. MG1655","carbohydrate diacid regulon transcriptional regulator; autoregulator(cdaR)"
"342","ligT",944848,"Escherichia coli str. K-12 substr. MG1655","2'-5' RNA ligase(ligT)"
"343","marA",947613,"Escherichia coli str. K-12 substr. MG1655","multiple antibiotic resistance transcriptional regulator(marA)"
"344","marC",947132,"Escherichia coli str. K-12 substr. MG1655","UPF0056 family inner membrane protein(marC)"
"345","marB",946184,"Escherichia coli str. K-12 substr. MG1655","periplasmic mar operon regulator(marB)"
"346","marR",945825,"Escherichia coli str. K-12 substr. MG1655","transcriptional repressor of multiple antibiotic resistance(marR)"
"347","fumA",946826,"Escherichia coli str. K-12 substr. MG1655","fumarate hydratase (fumarase A), aerobic Class I(fumA)"
"348","fumC",946147,"Escherichia coli str. K-12 substr. MG1655","fumarate hydratase (fumarase C),aerobic Class II(fumC)"
"349","sohB",945858,"Escherichia coli str. K-12 substr. MG1655","inner membrane protein, S49 peptidase family protein(sohB)"
"350","rplT",945152,"Escherichia coli str. K-12 substr. MG1655","50S ribosomal subunit protein L20(rplT)"
"351","ogt",945853,"Escherichia coli str. K-12 substr. MG1655","O-6-alkylguanine-DNA:cysteine-protein methyltransferase(ogt)"
"352","abgA",945742,"Escherichia coli str. K-12 substr. MG1655","p-aminobenzoyl-glutamate hydrolase, A subunit(abgA)"
"353","sodC",945343,"Escherichia coli str. K-12 substr. MG1655","superoxide dismutase, Cu, Zn, periplasmic(sodC)"
"354","sodB",944953,"Escherichia coli str. K-12 substr. MG1655","superoxide dismutase, Fe(sodB)"
"355","surA",944812,"Escherichia coli str. K-12 substr. MG1655","peptidyl-prolyl cis-trans isomerase (PPIase)(surA)"
"356","abgB",945950,"Escherichia coli str. K-12 substr. MG1655","p-aminobenzoyl-glutamate hydrolase, B subunit(abgB)"
"357","rpmF",945657,"Escherichia coli str. K-12 substr. MG1655","50S ribosomal subunit protein L32(rpmF)"
"358","rpmI",946349,"Escherichia coli str. K-12 substr. MG1655","50S ribosomal subunit protein L35(rpmI)"
"359","ldcA",945756,"Escherichia coli str. K-12 substr. MG1655","murein tetrapeptide carboxypeptidase; LD-carboxypeptidase A(ldcA)"
"360","ykgM",944960,"Escherichia coli str. K-12 substr. MG1655","50S ribosomal protein L31 type B; alternative zinc-limitation L31 protein(ykgM)"
"361","ykgL",944962,"Escherichia coli str. K-12 substr. MG1655","uncharacterized protein(ykgL)"
"362","ldcC",944887,"Escherichia coli str. K-12 substr. MG1655","lysine decarboxylase 2, constitutive(ldcC)"
"363","ykgJ",945905,"Escherichia coli str. K-12 substr. MG1655","UPF0153 cysteine cluster protein(ykgJ)"
"364","ykgG",945906,"Escherichia coli str. K-12 substr. MG1655","LutC family protein; putative electron transport chain YkgEFG component(ykgG)"
"365","ykgH",947513,"Escherichia coli str. K-12 substr. MG1655","putative inner membrane protein(ykgH)"
"366","ykgE",948438,"Escherichia coli str. K-12 substr. MG1655","cysteine-rich LutA family protein; putative electron transport chain YkgEFG component(ykgE)"
"367","ykgF",944980,"Escherichia coli str. K-12 substr. MG1655","ferridoxin-like LutB family protein; putative electron transport chain YkgEFG component(ykgF)"
"368","ykgA",944956,"Escherichia coli str. K-12 substr. MG1655","pseudo(ykgA)"
"369","abgR",945831,"Escherichia coli str. K-12 substr. MG1655","putative DNA-binding transcriptional regulator of abgABT operon(abgR)"
"370","abgT",945912,"Escherichia coli str. K-12 substr. MG1655","p-aminobenzoyl-glutamate transporter; membrane protein(abgT)"
"371","emrE",948442,"Escherichia coli str. K-12 substr. MG1655","DLP12 prophage; multidrug resistance protein(emrE)"
"372","sapF",945335,"Escherichia coli str. K-12 substr. MG1655","antimicrobial peptide ABC transporter ATPase(sapF)"
"373","sapD",946203,"Escherichia coli str. K-12 substr. MG1655","antimicrobial peptide ABC transporter ATPase(sapD)"
"374","sapC",945266,"Escherichia coli str. K-12 substr. MG1655","antimicrobial peptide transport ABC transporter permease(sapC)"
"375","sapB",946191,"Escherichia coli str. K-12 substr. MG1655","antimicrobial peptide transport ABC transporter permease(sapB)"
"376","ykfJ",944924,"Escherichia coli str. K-12 substr. MG1655","pseudo(ykfJ)"
"377","sapA",945873,"Escherichia coli str. K-12 substr. MG1655","antimicrobial peptide transport ABC transporter periplasmic binding protein(sapA)"
"378","lysQ",945353,"Escherichia coli str. K-12 substr. MG1655","tRNA(lysQ)"
"379","umuC",946359,"Escherichia coli str. K-12 substr. MG1655","translesion error-prone DNA polymerase V subunit; DNA polymerase activity(umuC)"
"380","lysT",945336,"Escherichia coli str. K-12 substr. MG1655","tRNA(lysT)"
"381","umuD",945746,"Escherichia coli str. K-12 substr. MG1655","translesion error-prone DNA polymerase V subunit; RecA-activated auto-protease(umuD)"
"382","lysW",945338,"Escherichia coli str. K-12 substr. MG1655","tRNA(lysW)"
"383","fixC",948958,"Escherichia coli str. K-12 substr. MG1655","putative oxidoreductase(fixC)"
"384","lysY",945342,"Escherichia coli str. K-12 substr. MG1655","tRNA(lysY)"
"385","fixA",947316,"Escherichia coli str. K-12 substr. MG1655","anaerobic carnitine reduction putative electron transfer flavoprotein subunit(fixA)"
"386","fixB",948939,"Escherichia coli str. K-12 substr. MG1655","putative electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein(fixB)"
"387","lysZ",945352,"Escherichia coli str. K-12 substr. MG1655","tRNA(lysZ)"
"388","thrS",946222,"Escherichia coli str. K-12 substr. MG1655","threonyl-tRNA synthetase(thrS)"
"389","thrW",947202,"Escherichia coli str. K-12 substr. MG1655","tRNA(thrW)"
"390","uidR",946150,"Escherichia coli str. K-12 substr. MG1655","transcriptional repressor(uidR)"
"391","thrA",945803,"Escherichia coli str. K-12 substr. MG1655","Bifunctional aspartokinase/homoserine dehydrogenase 1(thrA)"
"392","thrB",947498,"Escherichia coli str. K-12 substr. MG1655","homoserine kinase(thrB)"
"393","thrC",945198,"Escherichia coli str. K-12 substr. MG1655","L-threonine synthase(thrC)"
"394","fixX",948590,"Escherichia coli str. K-12 substr. MG1655","putative 4Fe-4S ferredoxin-type protein(fixX)"
"395","polB",944779,"Escherichia coli str. K-12 substr. MG1655","DNA polymerase II(polB)"
"396","thrL",944742,"Escherichia coli str. K-12 substr. MG1655","thr operon leader peptide(thrL)"
"397","sulA",947335,"Escherichia coli str. K-12 substr. MG1655","SOS cell division inhibitor(sulA)"
"398","rpsB",947874,"Escherichia coli str. K-12 substr. MG1655","30S ribosomal subunit protein S2(rpsB)"
"399","rpsA",945536,"Escherichia coli str. K-12 substr. MG1655","30S ribosomal subunit protein S1(rpsA)"
"400","rpsT",944759,"Escherichia coli str. K-12 substr. MG1655","30S ribosomal subunit protein S20(rpsT)"
"401","hdhA",946151,"Escherichia coli str. K-12 substr. MG1655","7-alpha-hydroxysteroid dehydrogenase, NAD-dependent(hdhA)"
"402","kch",945841,"Escherichia coli str. K-12 substr. MG1655","voltage-gated potassium channel(kch)"
"403","rprA",2847671,"Escherichia coli str. K-12 substr. MG1655","ncRNA(rprA)"
